member_casual,rideable_type,start_station_name,rides,total_rides_at_station,total_rides_at_station_by_bike_type,total_rides_by_mem_cas_bike_type,total_length_of_trip_min,total_length_of_trip_day
member,classic_bike,State St & 19th St,1308,3226,2193,1981067,19742.66,13.71
member,classic_bike,May St & Taylor St,6396,10907,7822,1981067,66887.95,46.42
member,classic_bike,Sangamon St & Washington Blvd,4915,11419,7355,1981067,64174.7,44.59
member,classic_bike,Morgan St & Polk St,7502,11675,8607,1981067,74455.22,51.72
member,classic_bike,Halsted St & 78th St,3,156,67,1981067,1566.73,1.09
member,classic_bike,Budlong Woods Library,281,1180,503,1981067,5592.58,3.88
member,classic_bike,Central St & Girard Ave,413,1180,719,1981067,9969.76,6.92
member,classic_bike,State St & Pearson St,5031,12189,8020,1981067,67610.87,46.95
member,classic_bike,Damen Ave & 59th St,11,158,56,1981067,299.45,0.21
member,classic_bike,Houston Ave & 92nd St,18,158,67,1981067,210.0,0.15
member,classic_bike,Kostner Ave & Adams St,33,158,70,1981067,1390.73,0.97
member,classic_bike,Yates Blvd & 93rd St,5,159,27,1981067,78.22,0.05
member,classic_bike,Central St Metra,467,1439,761,1981067,10293.81,7.16
member,classic_bike,Western Ave & Granville Ave,341,1439,582,1981067,6772.97,4.71
member,classic_bike,Blackstone Ave & Hyde Park Blvd,2033,5023,3405,1981067,33379.0,23.17
member,classic_bike,Commercial Ave & 83rd St,15,160,73,1981067,292.62,0.2
member,classic_bike,Greenwood Ave & 79th St,21,160,79,1981067,2211.01,1.53
member,classic_bike,Princeton Ave & Garfield Blvd,84,416,244,1981067,1225.02,0.86
member,classic_bike,Ridge Blvd & Howard St,452,928,564,1981067,3403.1,2.36
member,classic_bike,Woodlawn Ave & Lake Park Ave,610,1696,1017,1981067,11734.32,8.15
member,classic_bike,Lincoln Ave & Waveland Ave,2284,5281,3355,1981067,32031.82,22.25
member,classic_bike,Sedgwick St & Huron St,6833,14498,9550,1981067,75355.69,52.27
member,classic_bike,Ashland Ave & 50th St,25,163,77,1981067,460.93,0.32
member,classic_bike,Latrobe Ave & Chicago Ave,10,163,72,1981067,154.98,0.11
member,classic_bike,Marquette Ave & 89th St,4,163,92,1981067,38.92,0.03
member,classic_bike,Wilton Ave & Diversey Pkwy,8900,20387,14409,1981067,103804.75,72.05
member,classic_bike,California Ave & 26th St,105,420,144,1981067,1028.4,0.72
member,classic_bike,Calumet Park,36,420,127,1981067,956.9,0.66
member,classic_bike,Halsted St & 35th St,745,2212,1177,1981067,10733.42,7.44
member,classic_bike,Racine Ave & Garfield Blvd,10,165,76,1981067,302.42,0.21
member,classic_bike,Chicago Ave & Washington St,1514,3749,2223,1981067,28135.37,19.53
member,classic_bike,Damen Ave & Grand Ave,2074,6309,3500,1981067,30042.37,20.86
member,classic_bike,Broadway & Thorndale Ave,3132,7334,4682,1981067,54466.51,37.82
member,classic_bike,Michigan Ave & 18th St,4835,10150,6988,1981067,67446.95,46.81
member,classic_bike,Stony Island Ave & South Chicago Ave,12,167,91,1981067,1682.13,1.17
member,classic_bike,Drake Ave & Addison St,326,1191,526,1981067,4534.04,3.15
member,classic_bike,Cityfront Plaza Dr & Pioneer Ct,5434,14759,9412,1981067,79090.06,54.92
member,classic_bike,Sheffield Ave & Webster Ave,7614,18087,12432,1981067,98567.74,68.45
member,classic_bike,McCormick Place,909,5032,2930,1981067,15055.3,10.45
member,classic_bike,Elston Ave & Cortland St,3289,8872,5330,1981067,43021.09,29.92
member,classic_bike,Franklin St & Lake St,7173,17064,10387,1981067,82895.26,57.56
member,classic_bike,Warren Park West,312,1193,573,1981067,6803.52,4.72
member,classic_bike,Wentworth Ave & 24th St (Temp),789,1961,1341,1981067,11946.49,8.29
member,classic_bike,Halsted St & 51st St,34,170,98,1981067,370.77,0.26
member,classic_bike,Cottage Grove Ave & 43rd St,298,938,511,1981067,4532.35,3.16
member,classic_bike,Clinton St & 18th St,1437,3242,1929,1981067,24921.64,17.31
member,classic_bike,Chicago Ave & Sheridan Rd,1693,5034,3297,1981067,28626.49,19.87
member,classic_bike,Orleans St & Elm St,2532,5803,4068,1981067,29426.91,20.41
member,classic_bike,Clark St & Leland Ave,4272,9899,6322,1981067,56235.03,39.04
member,classic_bike,East End Ave & 87th St,41,172,83,1981067,472.75,0.33
member,classic_bike,Elizabeth St & 92nd St,2,172,59,1981067,46.88,0.03
member,classic_bike,Stony Island Ave & 71st St,19,428,205,1981067,268.99,0.19
member,classic_bike,Kedzie Ave & Milwaukee Ave,2843,13228,6251,1981067,57709.02,40.08
member,classic_bike,Damen Ave & Coulter St,178,685,346,1981067,4396.86,3.05
member,classic_bike,Wells St & Elm St,15121,37549,25596,1981067,172871.85,120.03
member,classic_bike,Central Park Ave & Bloomingdale Ave,1106,3246,2075,1981067,19419.52,13.47
member,classic_bike,Evans Ave & 75th St,39,175,94,1981067,876.15,0.61
member,classic_bike,St. Louis Ave & Fullerton Ave,910,3247,1730,1981067,17074.8,11.85
member,classic_bike,Sedgwick St & North Ave,7353,18095,12830,1981067,91747.17,63.7
member,classic_bike,Canal St & Adams St,9730,20143,12622,1981067,123741.66,85.92
member,classic_bike,Dodge Ave & Church St,387,944,592,1981067,5747.19,3.98
member,classic_bike,Indiana Ave & 26th St,1222,2736,1748,1981067,19574.88,13.6
member,classic_bike,Damen Ave & Sunnyside Ave,1908,3760,2631,1981067,24606.19,17.06
member,classic_bike,Clinton St & Roosevelt Rd,3125,8369,4853,1981067,40729.11,28.29
member,classic_bike,Washtenaw Ave & Ogden Ave,388,1202,620,1981067,8800.53,6.11
member,classic_bike,Halsted St & Polk St,7265,11442,8433,1981067,77244.16,53.67
member,classic_bike,Clark St & Grace St,6085,17330,11233,1981067,82811.88,57.5
member,classic_bike,Federal St & Polk St,8456,19890,13518,1981067,114894.61,79.78
member,classic_bike,Vincennes Ave & 104th St,12,179,37,1981067,1508.9,1.05
member,classic_bike,Sawyer Ave & Irving Park Rd,247,1203,540,1981067,3875.02,2.7
member,classic_bike,Eckhart Park,4383,10675,6949,1981067,62465.7,43.4
member,classic_bike,Knox Ave & Montrose Ave,121,692,247,1981067,2824.85,1.96
member,classic_bike,Leavitt St & Division St,2068,5044,3111,1981067,27642.27,19.16
member,classic_bike,Paulina St & Flournoy St,6045,10420,6994,1981067,87975.31,61.12
member,classic_bike,Milwaukee Ave & Cuyler Ave,163,949,283,1981067,5022.52,3.49
member,classic_bike,Glenwood Ave & Touhy Ave,1112,2229,1626,1981067,17134.2,11.89
member,classic_bike,California Ave & Byron St,661,2485,1159,1981067,13942.35,9.7
member,classic_bike,Ashland Ave & 74th St,11,182,69,1981067,59.75,0.04
member,classic_bike,Cottage Grove Ave & 51st St,314,1206,726,1981067,7545.34,5.24
member,classic_bike,Greenview Ave & Diversey Pkwy,3158,7862,5381,1981067,45038.97,31.27
member,classic_bike,Lincoln Ave & Roscoe St,5029,11702,7593,1981067,63181.25,43.85
member,classic_bike,Larrabee St & Kingsbury St,8478,18358,11178,1981067,83498.58,57.99
member,classic_bike,Clark St & Elm St,18105,40886,27951,1981067,237998.65,165.39
member,classic_bike,Vernon Ave & 75th St,12,183,59,1981067,423.45,0.29
member,classic_bike,Leavitt St & Archer Ave,326,951,492,1981067,7644.65,5.3
member,classic_bike,Maplewood Ave & Peterson Ave,197,696,372,1981067,5217.1,3.62
member,classic_bike,Green St & Randolph St*,555,1720,1114,1981067,7751.75,5.38
member,classic_bike,Morgan St & Lake St*,566,1720,1003,1981067,9872.41,6.85
member,classic_bike,Western Ave & Monroe St,877,2488,1231,1981067,12841.71,8.9
member,classic_bike,Carpenter St & Huron St,4498,12216,7223,1981067,57038.84,39.59
member,classic_bike,Halsted St & Clybourn Ave,8653,20408,13263,1981067,111526.72,77.44
member,classic_bike,Damen Ave & Walnut (Lake) St,1033,3257,1717,1981067,18388.49,12.78
member,classic_bike,Troy St & North Ave,848,3257,1740,1981067,16952.38,11.78
member,classic_bike,Dearborn St & Monroe St,8951,18874,12600,1981067,114449.9,79.45
member,classic_bike,Halsted St & 37th St,219,699,363,1981067,3255.66,2.26
member,classic_bike,Racine Ave & 35th St,463,1211,692,1981067,8655.81,6.02
member,classic_bike,Lakefront Trail & Bryn Mawr Ave,6863,16059,11057,1981067,179257.11,124.48
member,classic_bike,Mies van der Rohe Way & Chicago Ave,7936,17339,11373,1981067,119701.51,83.12
member,classic_bike,Wabash Ave & 9th St,6829,17339,10982,1981067,89902.08,62.42
member,classic_bike,Dusable Harbor,4462,20411,11821,1981067,102560.83,71.22
member,classic_bike,Keystone Ave & Montrose Ave,188,956,390,1981067,5376.4,3.73
member,classic_bike,Warren Park East,374,1212,537,1981067,7659.47,5.32
member,classic_bike,LaSalle St & Washington St,4182,10684,5819,1981067,53738.59,37.34
member,classic_bike,Ellis Ave & 58th St,6260,9149,7527,1981067,60969.57,42.31
member,classic_bike,Ashland Ave & 78th St,17,190,74,1981067,1614.85,1.12
member,classic_bike,Ellis Ave & 83rd St,10,190,106,1981067,170.5,0.12
member,classic_bike,Larrabee St & Division St,5172,12478,8196,1981067,51694.6,35.86
member,classic_bike,Southport Ave & Roscoe St,8460,20670,14251,1981067,108425.19,75.34
member,classic_bike,Baltimore Ave & 87th St,25,191,74,1981067,548.37,0.38
member,classic_bike,900 W Harrison St,5196,9919,6776,1981067,57083.82,39.61
member,classic_bike,Aberdeen St & Jackson Blvd,6079,12223,8328,1981067,73382.19,50.96
member,classic_bike,Western & 28th - Velasquez Institute Vaccination Site,34,192,59,1981067,587.12,0.41
member,classic_bike,Halsted St & 18th St,742,1984,1167,1981067,9780.99,6.8
member,classic_bike,Clark St & Berwyn Ave,4032,10944,6290,1981067,57637.42,40.01
member,classic_bike,Homewood Ave & 115th St,7,193,42,1981067,140.85,0.1
member,classic_bike,Jeffery Blvd & 76th St,19,193,118,1981067,360.37,0.25
member,classic_bike,Kedzie Ave & Leland Ave,333,1473,615,1981067,5662.96,3.93
member,classic_bike,Damen Ave & Madison St,1124,3521,2031,1981067,17695.77,12.28
member,classic_bike,Sheridan Rd & Columbia Ave,1747,4033,2536,1981067,31132.44,21.61
member,classic_bike,Cottage Grove Ave & 78th St,10,194,84,1981067,122.1,0.08
member,classic_bike,State St & 79th St,39,451,177,1981067,384.08,0.27
member,classic_bike,Kingsbury St & Erie St,9876,20675,13671,1981067,98646.4,68.52
member,classic_bike,Central Park Ave & Elbridge Ave,611,2500,1114,1981067,13360.78,9.29
member,classic_bike,California Ave & Montrose Ave,1093,3268,1621,1981067,21819.86,15.15
member,classic_bike,Halsted St & Dickens Ave,7323,18372,12220,1981067,92347.26,64.12
member,classic_bike,Green St & Madison St,11561,27844,18168,1981067,147503.22,102.44
member,classic_bike,Halsted St & 104th St,18,197,51,1981067,1888.37,1.31
member,classic_bike,Stewart Ave & 63rd St,18,197,80,1981067,154.61,0.11
member,classic_bike,Dorchester Ave & 49th St,533,1477,800,1981067,13143.77,9.13
member,classic_bike,Woodlawn Ave & 55th St,4617,8646,6531,1981067,50759.2,35.23
member,classic_bike,Ashland Ave & Chicago Ave,3792,9670,5855,1981067,49167.75,34.14
member,classic_bike,Indiana Ave & 31st St,2444,4039,3017,1981067,27870.49,19.37
member,classic_bike,Sheffield Ave & Kingsbury St,6554,14535,9516,1981067,79763.47,55.38
member,classic_bike,Emerald Ave & 28th St,1795,2760,2147,1981067,27616.15,19.2
member,classic_bike,Adler Planetarium,4084,15048,9250,1981067,94673.56,65.75
member,classic_bike,Ravenswood Ave & Irving Park Rd,2812,5833,3825,1981067,40226.01,27.94
member,classic_bike,Wallace St & 35th St,1376,2506,1807,1981067,17523.54,12.17
member,classic_bike,Wood St & Chicago Ave,3554,7883,5078,1981067,43913.16,30.47
member,classic_bike,Leavitt St & Lawrence Ave,1380,3020,1943,1981067,17944.23,12.45
member,classic_bike,Eberhart Ave & 91st St,38,205,146,1981067,844.78,0.58
member,classic_bike,Western Ave & Howard St,256,973,389,1981067,4137.7,2.87
member,classic_bike,Oakley Ave & Irving Park Rd,1034,2509,1628,1981067,18422.92,12.79
member,classic_bike,Shore Dr & 55th St,5478,13517,9328,1981067,99415.95,68.99
member,classic_bike,Franklin St & Illinois St,7291,17613,11465,1981067,78724.34,54.66
member,classic_bike,Lincoln Ave & Belle Plaine Ave,2801,6350,3895,1981067,40255.81,27.95
member,classic_bike,Fairfield Ave & Roosevelt Rd,105,719,240,1981067,7101.1,4.93
member,classic_bike,Racine Ave & 13th St,382,1231,738,1981067,4133.0,2.86
member,classic_bike,Sheridan Rd & Montrose Ave,6896,15823,10287,1981067,90726.92,63.01
member,classic_bike,Perry Ave & 69th St,13,208,96,1981067,101.75,0.07
member,classic_bike,State St & 95th St,49,720,247,1981067,2244.05,1.56
member,classic_bike,Calumet Ave & 35th St,1215,2256,1674,1981067,15084.08,10.47
member,classic_bike,Southport Ave & Clark St,1592,3536,2515,1981067,23046.33,15.99
member,classic_bike,Damen Ave & Charleston St,2326,6864,3941,1981067,37347.33,25.95
member,classic_bike,Kedzie Ave & 24th St,40,209,100,1981067,516.25,0.35
member,classic_bike,Loomis Blvd & 84th St,20,209,73,1981067,433.87,0.3
member,classic_bike,Clark St & Jarvis Ave,647,1233,815,1981067,6177.09,4.3
member,classic_bike,Elmwood Ave & Austin St,488,1233,662,1981067,8205.07,5.7
member,classic_bike,Morgan St & Pershing Rd,64,210,107,1981067,865.55,0.6
member,classic_bike,Orleans St & Chestnut St (NEXT Apts),4976,11986,7882,1981067,50450.0,35.07
member,classic_bike,DuSable Lake Shore Dr & Wellington Ave,6907,16338,11737,1981067,124807.13,86.63
member,classic_bike,Paulina St & Montrose Ave,1685,3795,2485,1981067,19755.49,13.71
member,classic_bike,Winchester Ave & Elston Ave,1417,4051,2443,1981067,21240.02,14.74
member,classic_bike,California Ave & North Ave,1617,5587,2981,1981067,23691.08,16.46
member,classic_bike,Ashland Ave & Wellington Ave,2973,6611,4236,1981067,39580.28,27.48
member,classic_bike,Western Ave & Winnebago Ave,3557,10451,6137,1981067,52194.56,36.24
member,classic_bike,Broadway & Belmont Ave,7632,17619,12482,1981067,109521.72,76.01
member,classic_bike,Central Park Ave & 24th St,24,212,86,1981067,335.45,0.23
member,classic_bike,Paulina St & Howard St,1026,2516,1473,1981067,11615.61,8.08
member,classic_bike,Aberdeen St & Randolph St,4472,10965,6852,1981067,53976.79,37.5
member,classic_bike,South Shore Dr & 67th St,327,1238,662,1981067,7522.63,5.23
member,classic_bike,Kosciuszko Park,453,2262,1096,1981067,9041.44,6.28
member,classic_bike,Wabash Ave & Grand Ave,12198,32983,21296,1981067,168839.92,117.24
member,classic_bike,Damen Ave & Foster Ave,1526,4312,2356,1981067,23023.55,16.01
member,classic_bike,Field Museum,1253,8664,4903,1981067,24827.42,17.24
member,classic_bike,Southport Ave & Wrightwood Ave,4574,13272,8756,1981067,59990.03,41.63
member,classic_bike,Clark St & Wrightwood Ave,10734,26072,17959,1981067,147523.09,102.46
member,classic_bike,Cottage Grove Ave & 71st St,18,217,145,1981067,195.75,0.13
member,classic_bike,Loomis St & 89th St,6,217,45,1981067,92.47,0.06
member,classic_bike,LaSalle St & Adams St,2490,6105,3845,1981067,28932.4,20.1
member,classic_bike,Stewart Ave & 83rd St,6,218,90,1981067,88.67,0.06
member,classic_bike,Racine Ave & Washington Blvd,2498,5850,3726,1981067,29282.72,20.34
member,classic_bike,Lake Park Ave & 56th St,3684,7130,5409,1981067,45097.52,31.3
member,classic_bike,DuSable Lake Shore Dr & Monroe St,5905,31450,18922,1981067,145326.75,100.94
member,classic_bike,Central Ave & Harrison St,18,219,73,1981067,635.65,0.44
member,classic_bike,Cornell Dr & Hayes Dr,100,475,297,1981067,1778.97,1.24
member,classic_bike,Kildare Ave & Montrose Ave,277,731,418,1981067,4120.09,2.86
member,classic_bike,Cannon Dr & Fullerton Ave,1976,7387,4812,1981067,38434.39,26.68
member,classic_bike,Ashland Ave & Grace St,3313,7899,5024,1981067,43368.47,30.09
member,classic_bike,Conservatory Dr & Lake St,150,988,425,1981067,5910.57,4.1
member,classic_bike,Eastlake Ter & Rogers Ave,969,2524,1377,1981067,16033.14,11.14
member,classic_bike,Southport Ave & Wellington Ave,5938,14044,9664,1981067,71426.6,49.6
member,classic_bike,Sheffield Ave & Wellington Ave,7985,18397,13492,1981067,101461.9,70.49
member,classic_bike,Burnham Greenway & 105th St,16,222,69,1981067,1922.39,1.33
member,classic_bike,Kedzie Ave & Foster Ave,373,1246,684,1981067,8745.23,6.07
member,classic_bike,Halsted St & Willow St,5896,13022,8799,1981067,73431.06,51.0
member,classic_bike,Halsted St & 96th St,27,223,72,1981067,418.53,0.29
member,classic_bike,Lawndale Ave & 111th St,7,224,73,1981067,102.12,0.07
member,classic_bike,Dodge Ave & Main St,125,480,216,1981067,2351.88,1.63
member,classic_bike,Leavitt St & North Ave,2674,7393,4667,1981067,42000.72,29.17
member,classic_bike,Burnham Harbor,6631,12769,9548,1981067,173599.06,120.54
member,classic_bike,LaSalle St & Illinois St,9143,26081,16553,1981067,119350.5,82.9
member,classic_bike,Vernon Ave & 79th St,16,226,105,1981067,246.7,0.17
member,classic_bike,Union Ave & Root St,118,482,212,1981067,3276.33,2.27
member,classic_bike,Larrabee St & Oak St,4419,8674,5853,1981067,45676.45,31.69
member,classic_bike,Honore St & Division St,3899,12258,7263,1981067,52504.89,36.46
member,classic_bike,Laramie Ave & Madison St,44,227,104,1981067,2469.62,1.71
member,classic_bike,Broadway & Ridge Ave,3199,7651,4682,1981067,51362.29,35.68
member,classic_bike,Wabash Ave & Wacker Pl,4420,15587,9275,1981067,59847.45,41.57
member,classic_bike,Damen Ave & Pershing Rd,109,484,222,1981067,2835.4,1.97
member,classic_bike,Damen Ave & Division St,4197,11748,7039,1981067,54665.5,37.93
member,classic_bike,Field Blvd & South Water St,4526,13796,7710,1981067,81639.59,56.69
member,classic_bike,Halsted St & 111th St,8,230,49,1981067,1701.1,1.18
member,classic_bike,MLK Jr Dr & 56th St,128,486,301,1981067,1453.6,1.01
member,classic_bike,Sheffield Ave & Fullerton Ave,10953,23270,15870,1981067,109198.95,75.71
member,classic_bike,Michigan Ave & Oak St,11135,44006,28085,1981067,234208.78,162.63
member,classic_bike,Stony Island Ave & 82nd St,25,231,110,1981067,301.51,0.21
member,classic_bike,Wentworth Ave & 63rd St,49,487,153,1981067,1334.72,0.93
member,classic_bike,Southport Ave & Irving Park Rd,4344,8679,6153,1981067,47607.14,33.06
member,classic_bike,Paulina Ave & North Ave,3918,9959,6662,1981067,59499.05,41.28
member,classic_bike,Pulaski Rd & Congress Pkwy,7,232,85,1981067,174.75,0.12
member,classic_bike,Yates Blvd & 75th St,23,232,140,1981067,330.02,0.23
member,classic_bike,Desplaines St & Jackson Blvd,6260,12520,8231,1981067,76626.81,53.19
member,classic_bike,Elston Ave & Wabansia Ave,1367,3561,2187,1981067,22562.68,15.66
member,classic_bike,Western Ave & Fillmore St,1645,5609,2123,1981067,22062.07,15.32
member,classic_bike,Humboldt Blvd & Armitage Ave,1483,6377,3266,1981067,23437.67,16.28
member,classic_bike,Big Marsh Park,33,234,75,1981067,1367.85,0.95
member,classic_bike,Cottage Grove Ave & 111th Pl,20,234,76,1981067,423.05,0.29
member,classic_bike,Marshfield Ave & 44th St,97,491,152,1981067,1711.51,1.19
member,classic_bike,Campbell Ave & North Ave,1716,6891,3550,1981067,26730.12,18.56
member,classic_bike,DuSable Lake Shore Dr & Ohio St,3172,10475,6722,1981067,59623.05,41.36
member,classic_bike,Stetson Ave & South Water St,5373,14315,8489,1981067,67676.54,46.97
member,classic_bike,Kedzie Ave & Chicago Ave,164,748,358,1981067,5752.07,3.99
member,classic_bike,Milwaukee Ave & Grand Ave,7549,20204,12096,1981067,89023.37,61.81
member,classic_bike,Jefferson St & Monroe St,4297,8941,6110,1981067,47860.12,33.21
member,classic_bike,MLK Jr Dr & 63rd St,32,495,123,1981067,287.95,0.2
member,classic_bike,Wentworth Ave & 33rd St,1813,3055,2354,1981067,22457.02,15.61
member,classic_bike,Damen Ave & Leland Ave,2951,6127,3907,1981067,37804.7,26.25
member,classic_bike,Ritchie Ct & Banks St,5550,14575,9495,1981067,93545.22,64.98
member,classic_bike,Halsted St & 47th Pl,138,752,276,1981067,1948.92,1.36
member,classic_bike,Cornell Ave & Hyde Park Blvd,3803,8688,5804,1981067,53831.79,37.38
member,classic_bike,Malcolm X College Vaccination Site,667,2033,1174,1981067,12031.42,8.35
member,classic_bike,Seeley Ave & Roscoe St,2151,6385,3587,1981067,34728.97,24.13
member,classic_bike,Ashland Ave & Grand Ave,2684,7153,4493,1981067,36721.66,25.51
member,classic_bike,Michigan Ave & Madison St,4078,12529,7532,1981067,54959.46,38.15
member,classic_bike,Kedzie Ave & Harrison St,35,242,125,1981067,804.52,0.56
member,classic_bike,Franklin St & Jackson Blvd,7150,18675,11236,1981067,82699.48,57.42
member,classic_bike,63rd St Beach,395,1780,1054,1981067,12625.78,8.76
member,classic_bike,Richmond St & Diversey Ave,712,2548,1362,1981067,12840.25,8.91
member,classic_bike,Michigan Ave & Lake St,8580,25332,15786,1981067,116705.26,81.03
member,classic_bike,Ashland Ave & 63rd St,25,245,91,1981067,364.75,0.25
member,classic_bike,Campbell Ave & Fullerton Ave,913,3829,1922,1981067,15381.76,10.69
member,classic_bike,Kilbourn Ave & Irving Park Rd,139,502,255,1981067,2456.98,1.71
member,classic_bike,Clark St & 9th St (AMLI),2961,6903,4574,1981067,38129.54,26.47
member,classic_bike,Laramie Ave & Kinzie St,27,248,107,1981067,2609.35,1.81
member,classic_bike,State St & 123rd St,1,248,27,1981067,18.27,0.01
member,classic_bike,Burling St & Diversey Pkwy,7577,15352,11239,1981067,98153.99,68.2
member,classic_bike,Damen Ave & Chicago Ave,4865,13049,7543,1981067,59987.16,41.66
member,classic_bike,Michigan Ave & 8th St,4634,19193,11805,1981067,72057.21,50.07
member,classic_bike,Base - 2132 W Hubbard Warehouse,31,762,31,1981067,373.03,0.26
member,classic_bike,Bernard St & Elston Ave,354,1532,622,1981067,9124.62,6.34
member,classic_bike,Clark St & Wellington Ave,8725,19452,14038,1981067,118754.24,82.5
member,classic_bike,Michigan Ave & Washington St,9193,25852,16315,1981067,124691.26,86.51
member,classic_bike,Racine Ave & 18th St,3214,7677,4550,1981067,43439.03,30.16
member,classic_bike,Throop St & Taylor St,4545,7677,5449,1981067,46378.18,32.22
member,classic_bike,Dearborn St & Adams St,4428,9982,6618,1981067,57727.07,40.12
member,classic_bike,Western Ave & 24th St,336,1023,474,1981067,5232.92,3.64
member,classic_bike,Larrabee St & Webster Ave,10671,27135,18949,1981067,138557.21,96.22
casual,classic_bike,Leavitt St & Addison St,678,3072,1983,1236407,16094.63,11.18
casual,classic_bike,Ada St & Washington Blvd,1826,9216,6138,1236407,41346.9,28.69
casual,classic_bike,Clinton St & Lake St,3242,19456,12186,1236407,63920.65,44.39
casual,classic_bike,Daley Center Plaza,3672,19712,13071,1236407,97582.84,67.75
casual,classic_bike,Central Park Blvd & 5th Ave,85,257,119,1236407,16773.28,11.65
casual,classic_bike,Bosworth Ave & Howard St,173,1025,678,1236407,4298.4,2.98
casual,classic_bike,Monticello Ave & Irving Park Rd,355,1538,672,1236407,9609.84,6.67
casual,classic_bike,Western Ave & Lunt Ave,195,1538,649,1236407,8167.49,5.67
casual,classic_bike,Artesian Ave & Hubbard St,313,3586,1392,1236407,11811.15,8.2
casual,classic_bike,Morgan St & 31st St,591,3842,2181,1236407,20816.95,14.46
casual,classic_bike,Racine Ave & Congress Pkwy,843,6146,4279,1236407,22785.07,15.82
casual,classic_bike,Marine Dr & Ainslie St,2034,8706,5291,1236407,78820.57,54.73
casual,classic_bike,Keystone Ave & Fullerton Ave,329,1027,482,1236407,21434.53,14.89
casual,classic_bike,Emerald Ave & 31st St,683,6147,4197,1236407,17476.63,12.15
casual,classic_bike,Walsh Park,2443,9475,6861,1236407,71089.28,49.38
casual,classic_bike,DIVVY CASSETTE REPAIR MOBILE STATION,2,4,2,1236407,136.8,0.09
casual,classic_bike,Halsted & 63rd - Kennedy-King Vaccination Site,100,260,160,1236407,9307.65,6.47
casual,classic_bike,Paulina St & 18th St,891,4612,2764,1236407,21899.7,15.21
casual,classic_bike,University Ave & 57th St,3568,23556,17924,1236407,92450.89,64.21
casual,classic_bike,Ravenswood Ave & Berteau Ave,653,4101,2649,1236407,18640.66,12.95
casual,classic_bike,Calumet Ave & 33rd St,422,5637,4415,1236407,10501.42,7.3
casual,classic_bike,Clark St & Ida B Wells Dr,1080,5893,4052,1236407,37902.95,26.31
casual,classic_bike,Clark St & Lincoln Ave,10863,32773,22694,1236407,245399.55,170.39
casual,classic_bike,DuSable Museum,303,1030,670,1236407,8793.28,6.1
casual,classic_bike,Lake Shore Dr & Ohio St,2127,5894,3850,1236407,78980.96,54.85
casual,classic_bike,Racine Ave & Randolph St,1290,5894,3533,1236407,29387.56,20.42
casual,classic_bike,Princeton Ave & 47th St,191,519,288,1236407,9537.07,6.62
casual,classic_bike,Austin Blvd & Lake St,110,775,166,1236407,13200.75,9.17
casual,classic_bike,State St & 29th St,202,1031,686,1236407,9818.25,6.82
casual,classic_bike,Dauphin Ave & 87th St,106,264,123,1236407,11648.74,8.09
casual,classic_bike,Wolcott Ave & Fargo Ave,136,520,257,1236407,2958.12,2.06
casual,classic_bike,St. Louis Ave & Balmoral Ave,220,1032,480,1236407,7866.06,5.46
casual,classic_bike,Clark St & Touhy Ave,174,1288,656,1236407,5023.68,3.49
casual,classic_bike,Sheridan Rd & Irving Park Rd,3829,15880,11000,1236407,81024.44,56.27
casual,classic_bike,Kingsbury St & Kinzie St,6012,36104,24180,1236407,110105.11,76.5
casual,classic_bike,Wacker Dr & Washington St,1354,9481,5546,1236407,32279.74,22.41
casual,classic_bike,Greenwood Ave & 97th St,65,266,75,1236407,5250.73,3.65
casual,classic_bike,2112 W Peterson Ave,180,1035,516,1236407,5452.1,3.79
casual,classic_bike,Franklin St & Monroe St,2129,14347,7929,1236407,51048.96,35.44
casual,classic_bike,Clark St & Chicago Ave,4008,14859,10031,1236407,94607.06,65.68
casual,classic_bike,Eggleston Ave & 92nd St,43,268,46,1236407,2727.65,1.9
casual,classic_bike,Smith Park,417,2572,1029,1236407,13188.6,9.16
casual,classic_bike,Laflin St & Cullerton St,617,2828,1543,1236407,20289.02,14.1
casual,classic_bike,Western Ave & Leland Ave,1253,7180,4149,1236407,39075.18,27.12
casual,classic_bike,Southport Ave & Waveland Ave,4662,19468,12858,1236407,102230.12,70.99
casual,classic_bike,Stony Island Ave & 90th St,36,269,50,1236407,5396.33,3.75
casual,classic_bike,Chicago State University,75,781,202,1236407,4625.65,3.22
casual,classic_bike,Exchange Ave & 79th St,65,270,139,1236407,7271.95,5.05
casual,classic_bike,May St & 69th St,16,270,62,1236407,2363.72,1.64
casual,classic_bike,Wabash Ave & 16th St,1937,9486,6615,1236407,52161.6,36.23
casual,classic_bike,LaSalle St & Jackson Blvd,1586,13326,8096,1236407,47079.38,32.7
casual,classic_bike,Mies van der Rohe Way & Chestnut St,4450,18446,11999,1236407,149385.91,103.73
casual,classic_bike,Central Ave & Madison St,60,271,190,1236407,9380.8,6.51
casual,classic_bike,Damen Ave & Cullerton St,580,3087,1686,1236407,17956.82,12.47
casual,classic_bike,University Library (NU),797,3343,2230,1236407,33762.99,23.44
casual,classic_bike,Cottage Grove Ave & 63rd St,317,1040,561,1236407,20288.88,14.09
casual,classic_bike,Christiana Ave & Lawrence Ave,310,1808,797,1236407,12900.9,8.97
casual,classic_bike,Greenview Ave & Jarvis Ave,495,3344,2185,1236407,18524.36,12.86
casual,classic_bike,Halsted St & Wrightwood Ave,5758,21008,14808,1236407,104166.2,72.33
